matter_category,practice_area,ip_matter_flag,ip_matter_type,ip_tech_domain,draft_complexity_tier,expected_claim_count,has_drawings,expected_oa_count,examiner_difficulty_score,rce_risk_flag,experts_required,num_depositions_expected,early_settlement_probability,fto_patent_count,fto_scope_complexity,gen_complexity,gen_duration_days,phase_pleadings,phase_markman,phase_discovery,phase_summary_judgment,phase_trial,complexity_score,duration_days,client_type,client_industry,client_size_revenue,competitive_position,competitor_avg_quote,complexity_urgency,team_effort,team_size,years_as_client,previous_matters,client_satisfaction,total_hours,estimated_cost,fee_structure,is_subscription_model,is_phase_based_model,has_success_fee_component,target_fee,realized_margin_pct,win_probability,won_matter_flag
IP,IP - FTO,1,FTO,MedTech,,0,0,0,0,0,0,0,0,10,Broad,0,0,0,0,0,0,0,9.1,30,Existing - Non-Strategic,Manufacturing,11.71,-0.7,23522,6,3,1,3,9,6,36.6,9564,Risk-Based (Emerging),0,0,1,14116,48.2,0.753,1
IP,IP - Litigation,1,Litigation,Semiconductors,,0,0,0,0,0,0,0,0.08,0,,0,0,1,1,1,1,0,10,730,Existing - Strategic,Life Sciences,25.54,-1.48,41316,3,6,3,4,0,9,398.1,83766,Success Bonus Structure,0,0,1,154768,96.5,0.01,0
IP,IP - Litigation,1,Litigation,Biotech,,0,0,0,0,0,0,0,0.68,0,,0,0,1,1,1,1,1,10,730,Existing - Strategic,Life Sciences,93.01,-1.09,38551,5,8,4,9,32,9,703.4,152671,Success Bonus Structure,0,0,1,242127,63.2,0.026,0
IP,IP - PTAB,1,PTAB,Other,,0,0,0,0,0,3,5,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Tech,76.75,0.64,36534,3,5,9,9,32,9,351.6,69505,Blended Rate,0,0,0,117160,71.4,0.113,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,392,0,0,0,0,0,6,392,New,Tech,16.88,1.48,27171,2,4,4,6,14,4,65.3,13345,Subscription,1,0,0,24826,87.7,0.618,0
IP,IP - Litigation,1,Litigation,Pharma,,0,0,0,0,0,0,0,0.16,0,,0,0,0,0,1,0,1,10,730,New,Manufacturing,28.89,-1,39749,4,4,3,3,28,8,516.8,151195,Collar (Risk-Sharing),0,0,1,276237,84.4,0.01,0
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Complex,14,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.35,60,Existing - Non-Strategic,Energy,6.36,0.86,28242,6,9,1,0,28,9,66.5,16376,Fixed Fee per Application,0,0,0,33983,103.4,0.475,1
IP,IP - PTAB,1,PTAB,Semiconductors,,0,0,0,0,0,3,5,0,0,,0,0,0,0,0,0,0,10,540,New,Manufacturing,12.04,0.53,32366,6,10,1,5,47,5,454.6,99877,Caps + Collars,0,1,1,157932,64.1,0.027,0
IP,IP - Prosecution,1,Prosecution,MedTech,,0,0,4,3,1,0,0,0,0,,0,0,0,0,0,0,0,10,365,New,Life Sciences,29.33,-1.84,31271,8,1,5,0,31,6,110.8,16985,OA + Attorney Consult (Fixed),0,0,0,26678,63,0.536,0
IP,IP - Prosecution,1,Prosecution,MedTech,,0,0,2,4,1,0,0,0,0,,0,0,0,0,0,0,0,9,365,Existing - Non-Strategic,Life Sciences,18.36,0.76,32003,1,5,4,1,45,5,25.8,5506,Hourly,0,0,0,9127,48.6,0.933,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,7,254,0,0,0,0,0,7,254,New,Energy,22.15,1.15,21239,2,6,4,5,4,3,17.2,3506,Hourly,0,0,0,6510,88.6,0.906,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,5,42,0,0,0,0,0,5,42,Existing - Non-Strategic,Energy,52.38,-0.02,15116,7,2,4,7,43,3,76.6,12007,Phase-Based,0,1,0,25976,120.7,0.063,0
IP,IP - PTAB,1,PTAB,Other,,0,0,0,0,0,3,6,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Manufacturing,21.21,1.06,35817,2,2,6,0,16,3,341.4,58052,Caps + Collars,0,1,1,91433,46.7,0.022,0
IP,IP - Litigation,1,Litigation,Semiconductors,,0,0,0,0,0,0,0,0.07,0,,0,0,1,0,0,1,1,10,730,Existing - Non-Strategic,Energy,125.03,-1.73,38343,7,8,11,2,37,7,800.6,126282,Success Bonus Structure,0,0,1,232971,80.7,0.01,0
IP,IP - Prosecution,1,Prosecution,Biotech,,0,0,3,8,1,0,0,0,0,,0,0,0,0,0,0,0,10,365,New,Energy,5.58,0.97,30629,5,7,10,4,34,3,46.9,7408,Volume-based Discount Model,0,0,0,15128,109.1,0.829,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,519,0,0,0,0,0,8,519,Existing - Strategic,Manufacturing,14.82,1.26,32153,6,6,8,8,46,4,54.7,10406,Phase-Based,0,1,0,18024,72.6,0.832,1
IP,IP - Prosecution,1,Prosecution,MedTech,,0,0,1,3,1,0,0,0,0,,0,0,0,0,0,0,0,7.5,365,Existing - Non-Strategic,Tech,24.59,-1.32,25167,10,4,11,4,24,6,47.7,7896,OA + Attorney Consult (Fixed),0,0,0,11019,40.8,0.798,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,540,0,0,0,0,0,2,540,New,Energy,20.28,-1.54,21609,2,9,7,4,49,10,97.1,15864,Fixed Fee,0,0,0,31326,92.6,0.229,1
IP,IP - Litigation,1,Litigation,Pharma,,0,0,0,0,0,0,0,0.32,0,,0,0,0,1,1,1,1,10,730,New,Energy,8.1,-1.79,39611,3,6,9,0,47,7,531.8,106084,Blended Rate,0,0,0,184890,75.8,0.01,0
IP,IP - Patent Drafting,1,Patent Drafting,Biotech,Simple,6,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.15,30,Existing - Strategic,Manufacturing,58.72,1.28,11051,1,7,1,0,46,3,47.3,12720,Fixed Fee per Application,0,0,0,25347,99.5,0.044,0
IP,IP - Prosecution,1,Prosecution,Semiconductors,,0,0,2,9,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,New,Energy,48.11,0.83,28293,2,4,1,8,34,9,82,13430,Fixed Fee per OA,0,0,0,26094,96.2,0.68,0
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,3,5,0,0,,0,0,0,0,0,0,0,10,540,New,Energy,130.85,-1.83,35392,3,8,8,9,44,5,297.1,56471,Fixed Fee – Petition Only,0,0,0,81950,40.7,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,104,0,0,0,0,0,8,104,Existing - Strategic,Finance,14.93,-0.75,21827,4,7,10,6,24,1,27.7,5223,Hourly,0,0,0,7630,46.2,0.758,1
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Simple,26,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.65,30,Existing - Strategic,Life Sciences,117.64,0.08,14477,1,3,2,3,23,10,43.3,7551,Tiered (Simple/Medium/Complex),0,0,0,15580,99.4,0.547,0
IP,IP - Litigation,1,Litigation,AI,,0,0,0,0,0,0,0,0.47,0,,0,0,0,1,1,1,1,10,730,Existing - Strategic,Life Sciences,25.88,1.81,37975,3,3,2,2,17,6,221.8,65878,Success Bonus Structure,0,0,1,150168,119.6,0.111,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,3,502,0,0,0,0,0,3,502,Existing - Strategic,Manufacturing,21.41,-1.93,17425,5,6,7,8,18,5,92.2,16530,Fixed Fee,0,0,0,25070,46.6,0.115,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,3,683,0,0,0,0,0,3,683,Existing - Non-Strategic,Energy,60.95,-0.42,24544,4,6,10,8,41,4,117.1,21528,Success-Based,0,0,1,39581,80.8,0.096,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,7,494,0,0,0,0,0,7,494,Existing - Non-Strategic,Life Sciences,75.04,-0.64,29677,8,3,11,8,37,6,43.2,9873,Success-Based,0,0,1,20358,105.4,0.708,1
IP,IP - Patent Drafting,1,Patent Drafting,Other,Medium,19,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.475,45,Existing - Strategic,Energy,19.48,0.87,14201,10,10,10,6,2,10,67.6,12294,Fixed Fee per Application,0,0,0,21764,63.7,0.312,1
IP,IP - FTO,1,FTO,MedTech,,0,0,0,0,0,0,0,0,4,Broad,0,0,0,0,0,0,0,9.04,30,New,Tech,14.8,-0.53,23038,1,8,7,7,7,8,85.3,21394,Fixed Fee per FTO,0,0,0,42135,93.6,0.11,0
IP,IP - Prosecution,1,Prosecution,MedTech,,0,0,1,8,1,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Non-Strategic,Finance,43.93,0.56,30319,1,3,6,6,49,1,70,11100,Fixed Fee per OA,0,0,0,21005,94,0.663,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,140,0,0,0,0,0,8,140,Existing - Strategic,Other,44.16,1.53,22203,1,2,7,2,50,9,107.7,20536,Success-Based,0,0,1,34840,68.1,0.31,0
IP,IP - Litigation,1,Litigation,AI,,0,0,0,0,0,0,0,0.36,0,,0,0,1,0,0,1,0,10,730,Existing - Strategic,Other,77.26,-1.13,38759,6,2,2,1,8,8,780.6,144061,Success Bonus Structure,0,0,1,238848,68.3,0.01,0
IP,IP - Patent Drafting,1,Patent Drafting,Biotech,Simple,10,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3.25,30,Existing - Non-Strategic,Other,142.69,-1.01,16809,9,2,6,4,36,2,10,2584,Tiered (Simple/Medium/Complex),0,0,0,3901,51.5,0.799,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,534,0,0,0,0,0,6,534,Existing - Strategic,Other,50.09,1,31495,4,10,5,7,4,8,72.6,17790,Hourly,0,0,0,34404,86.7,0.541,0
IP,IP - FTO,1,FTO,Other,,0,0,0,0,0,0,0,0,71,Broad,0,0,0,0,0,0,0,9.71,30,Existing - Non-Strategic,Tech,59.1,0.1,26375,7,10,8,7,37,1,82.6,19862,Tiered FTO Pricing,0,0,0,35688,85.8,0.182,0
IP,IP - Prosecution,1,Prosecution,Biotech,,0,0,2,8,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Strategic,Finance,30.03,0.32,32079,7,2,4,4,13,6,10,2796,Fixed Fee per OA,0,0,0,6076,110.2,0.955,1
IP,IP - Patent Drafting,1,Patent Drafting,Biotech,Simple,5,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.125,30,Existing - Non-Strategic,Finance,37.42,-0.73,17896,10,3,3,9,29,8,52.5,10553,Subscription (X applications/year),1,0,0,15751,51.1,0.612,1
IP,IP - PTAB,1,PTAB,Other,,0,0,0,0,0,2,9,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Energy,35.7,0.61,36849,4,9,5,2,37,9,285.4,49006,Phase-Based,0,1,0,82770,68.1,0.134,0
IP,IP - PTAB,1,PTAB,Pharma,,0,0,0,0,0,2,3,0,0,,0,0,0,0,0,0,0,10,540,Existing - Strategic,Other,32.97,-1.26,36271,9,7,6,9,5,4,252.1,66436,Fixed Fee – Petition Only,0,0,0,104543,65.5,0.01,0
IP,IP - Prosecution,1,Prosecution,AI,,0,0,4,6,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,New,Tech,28.29,1.42,33602,3,1,11,8,26,6,119.9,27894,Volume-based Discount Model,0,0,0,50907,83.9,0.267,0
IP,IP - PTAB,1,PTAB,Other,,0,0,0,0,0,2,3,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Tech,24.9,-1.08,37646,10,5,2,2,10,4,335.3,81389,Fixed Fee – Petition Only,0,0,0,133915,60.3,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,7,576,0,0,0,0,0,7,576,Existing - Strategic,Finance,69.73,-1.99,29034,9,7,3,6,48,9,89.6,15870,Subscription,1,0,0,30727,90.5,0.437,1
IP,IP - Litigation,1,Litigation,Pharma,,0,0,0,0,0,0,0,0.25,0,,0,0,0,0,1,1,0,10,730,Existing - Non-Strategic,Energy,18.6,-1.75,41429,9,2,6,2,37,2,336.6,60225,Blended Rate,0,0,0,88424,46.9,0.01,0
IP,IP - PTAB,1,PTAB,Other,,0,0,0,0,0,3,3,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Life Sciences,19.26,-1.37,32432,9,1,4,3,13,1,377.9,94084,Caps + Collars,0,1,1,177835,93.1,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,3,674,0,0,0,0,0,3,674,Existing - Non-Strategic,Other,28.64,1.09,26648,1,1,3,10,39,1,70.2,20636,Hourly,0,0,0,40736,103.1,0.144,0
IP,IP - PTAB,1,PTAB,AI,,0,0,0,0,0,2,2,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Energy,15.59,0.61,38405,9,2,10,8,19,5,384.8,96021,Phase-Based,0,1,0,183317,92,0.031,0
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Simple,29,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.725,30,Existing - Strategic,Energy,59.59,-0.47,15013,7,9,11,10,14,6,30.9,8033,Fixed Fee per Application,0,0,0,16579,92.3,0.419,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,599,0,0,0,0,0,6,599,Existing - Strategic,Life Sciences,103.54,-0.4,28920,9,7,6,2,25,8,43.9,10118,Fixed Fee,0,0,0,20978,111.4,0.735,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,5,188,0,0,0,0,0,5,188,New,Energy,140.78,-0.18,17642,1,9,5,7,40,10,130.4,28814,Subscription,1,0,0,63468,119,0.091,0
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,0,4,0,0,,0,0,0,0,0,0,0,8.8,540,New,Tech,29.32,1.7,32372,1,10,4,7,24,3,282.8,46292,Caps + Collars,0,1,1,92331,104.8,0.049,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,8,654,0,0,0,0,0,8,654,Existing - Strategic,Manufacturing,24.06,0.07,35238,2,4,2,6,7,10,75.5,14357,Subscription,1,0,0,30735,119.3,0.698,0
IP,IP - Prosecution,1,Prosecution,Semiconductors,,0,0,1,7,1,0,0,0,0,,0,0,0,0,0,0,0,9.5,365,New,Manufacturing,42.88,0.55,30629,9,9,7,6,40,5,27.7,5547,Portfolio Subscription,1,0,0,9756,76.2,0.913,1
IP,IP - Prosecution,1,Prosecution,AI,,0,0,2,3,0,0,0,0,0,,0,0,0,0,0,0,0,7.5,365,Existing - Non-Strategic,Manufacturing,29.11,-0.81,29488,2,7,2,0,8,4,75.7,21696,Fixed Fee per OA,0,0,0,35196,56.9,0.298,0
IP,IP - Litigation,1,Litigation,Other,,0,0,0,0,0,0,0,0.27,0,,0,0,1,1,1,1,1,10,730,Existing - Strategic,Tech,54.36,-1.74,39873,6,4,7,2,36,5,257.1,49427,Phase-Based Caps,0,1,0,82940,60.3,0.01,0
IP,IP - Litigation,1,Litigation,Other,,0,0,0,0,0,0,0,0.47,0,,0,0,0,1,1,1,1,10,730,New,Manufacturing,35.46,-1.5,38935,3,10,6,3,34,8,513.3,135866,Blended Rate,0,0,0,202675,52,0.01,0
IP,IP - PTAB,1,PTAB,AI,,0,0,0,0,0,2,4,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Life Sciences,107.73,1.16,36780,4,4,7,4,44,1,330.2,55224,Fixed Fee – Petition Only,0,0,0,110634,99.5,0.01,0
IP,IP - Prosecution,1,Prosecution,Semiconductors,,0,0,1,6,0,0,0,0,0,,0,0,0,0,0,0,0,8,365,New,Finance,15.63,0.92,26707,9,3,5,3,42,5,25.6,7598,OA + Attorney Consult (Fixed),0,0,0,15729,113.8,0.82,1
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Complex,20,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,9.5,60,Existing - Strategic,Manufacturing,12.65,-0.17,24357,8,4,2,6,26,2,75.3,14045,Fixed Fee per Application,0,0,0,28389,102.6,0.31,1
IP,IP - Litigation,1,Litigation,Semiconductors,,0,0,0,0,0,0,0,0.32,0,,0,0,1,1,1,1,1,10,730,Existing - Non-Strategic,Manufacturing,20.39,1.45,39243,3,1,2,8,13,2,217.7,49884,Collar (Risk-Sharing),0,0,1,84932,81.3,0.042,0
IP,IP - FTO,1,FTO,Biotech,,0,0,0,0,0,0,0,0,10,Moderate,0,0,0,0,0,0,0,7.1,30,Existing - Strategic,Tech,33.69,-1.91,19741,3,1,7,4,25,1,48.7,14290,Risk-Based (Emerging),0,0,1,22797,65,0.21,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,428,0,0,0,0,0,4,428,Existing - Non-Strategic,Other,43.5,-1.96,20866,8,4,10,9,27,6,114.5,34136,Subscription,1,0,0,47469,43.7,0.01,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,415,0,0,0,0,0,6,415,New,Life Sciences,60.4,-0.37,26349,1,4,1,9,36,8,117.3,22432,Fixed Fee,0,0,0,34641,55.7,0.322,0
IP,IP - Prosecution,1,Prosecution,Semiconductors,,0,0,3,7,1,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Non-Strategic,Life Sciences,28.7,-1.99,33307,9,2,2,7,43,9,83.3,21408,Hourly,0,0,0,35234,70.9,0.437,0
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Simple,5,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3.125,30,New,Finance,30.58,-0.31,11948,3,6,6,7,49,4,41.9,12289,Hourly,0,0,0,19491,60.3,0.095,0
IP,IP - Patent Drafting,1,Patent Drafting,MedTech,Medium,17,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.425,45,Existing - Strategic,Manufacturing,10.83,1.96,18708,3,10,6,4,33,4,63.3,10367,Tiered (Simple/Medium/Complex),0,0,0,22706,120.7,0.423,1
IP,IP - Litigation,1,Litigation,Semiconductors,,0,0,0,0,0,0,0,0.84,0,,0,0,0,1,1,1,0,9,730,New,Tech,84.89,0.96,41768,5,3,10,3,14,1,675.9,164584,Blended Rate,0,0,0,308774,87,0.01,0
IP,IP - Litigation,1,Litigation,MedTech,,0,0,0,0,0,0,0,0.47,0,,0,0,1,1,1,1,1,10,730,Existing - Strategic,Energy,37.51,-0.19,40809,8,5,3,9,4,1,461.8,111043,Contingency + Base,0,0,1,176230,64.4,0.01,0
IP,IP - Litigation,1,Litigation,Pharma,,0,0,0,0,0,0,0,0.35,0,,0,0,1,1,1,1,1,10,730,New,Manufacturing,56.88,0.81,41600,9,4,9,4,37,1,730.1,142606,Blended Rate,0,0,0,295798,92.4,0.01,0
IP,IP - Prosecution,1,Prosecution,Pharma,,0,0,2,9,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,New,Finance,125.48,0.56,33702,10,6,7,7,25,3,68.4,12624,OA + Attorney Consult (Fixed),0,0,0,23237,81.1,0.705,1
IP,IP - Prosecution,1,Prosecution,AI,,0,0,3,6,0,0,0,0,0,,0,0,0,0,0,0,0,10,365,Existing - Non-Strategic,Energy,20.22,0.51,30582,10,1,4,2,40,10,57.1,13587,Fixed Fee per OA,0,0,0,26779,96,0.718,0
IP,IP - FTO,1,FTO,Semiconductors,,0,0,0,0,0,0,0,0,16,Moderate,0,0,0,0,0,0,0,7.16,30,New,Tech,51.84,1.99,19950,5,1,7,0,5,8,50.9,13869,Fixed Fee per FTO,0,0,0,28791,117.6,0.369,1
IP,IP - Prosecution,1,Prosecution,Other,,0,0,2,4,1,0,0,0,0,,0,0,0,0,0,0,0,9,365,Existing - Non-Strategic,Other,16.98,-1.33,29491,6,8,6,8,13,6,79.4,11957,OA + Attorney Consult (Fixed),0,0,0,16968,42.2,0.735,1
IP,IP - Prosecution,1,Prosecution,Other,,0,0,2,5,0,0,0,0,0,,0,0,0,0,0,0,0,8.5,365,Existing - Strategic,Life Sciences,29.22,1.36,27704,9,8,1,2,12,9,47.8,11665,OA + Attorney Consult (Fixed),0,0,0,18921,71.3,0.869,1
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,1,12,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Energy,13.39,0.37,35799,6,7,3,10,31,1,413.9,117242,Blended Rate,0,0,0,176880,56.3,0.01,0
IP,IP - Prosecution,1,Prosecution,AI,,0,0,3,7,1,0,0,0,0,,0,0,0,0,0,0,0,10,365,New,Energy,32.11,0.25,34899,2,2,4,2,41,9,83.6,22015,Hourly,0,0,0,33775,60.3,0.617,0
IP,IP - Litigation,1,Litigation,AI,,0,0,0,0,0,0,0,0.11,0,,0,0,1,1,1,1,1,10,730,Existing - Strategic,Other,94.41,0.78,35382,6,10,8,9,3,7,576.5,166233,Blended Rate,0,0,0,281288,69,0.079,0
IP,IP - Patent Drafting,1,Patent Drafting,AI,Medium,15,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.375,45,Existing - Non-Strategic,Other,28,-0.31,17469,5,10,2,4,13,7,25.5,4214,Fixed Fee per Application,0,0,0,6845,60.8,0.886,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,2,71,0,0,0,0,0,2,71,Existing - Non-Strategic,Other,49.7,0.13,11195,4,2,11,9,49,2,34.9,6014,Fixed Fee,0,0,0,10114,62.3,0.518,1
IP,IP - Patent Drafting,1,Patent Drafting,Other,Simple,22,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.55,30,Existing - Non-Strategic,Finance,33.02,-0.69,16625,1,7,11,3,11,2,51.3,10041,Fixed Fee per Application,0,0,0,19276,97.1,0.288,0
IP,IP - Patent Drafting,1,Patent Drafting,Biotech,Simple,17,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4.425,30,Existing - Non-Strategic,Finance,104.11,-0.59,16590,2,10,9,4,25,9,39,10898,Fixed Fee per Application,0,0,0,21604,100.5,0.338,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,376,0,0,0,0,0,4,376,New,Tech,14.6,-0.84,20525,4,3,9,1,6,2,107,28343,Fixed Fee,0,0,0,41418,41.7,0.01,0
IP,IP - FTO,1,FTO,Semiconductors,,0,0,0,0,0,0,0,0,8,Narrow,0,0,0,0,0,0,0,5.08,30,Existing - Non-Strategic,Life Sciences,12.84,1.66,15117,8,3,10,2,37,1,47.7,9314,Tiered FTO Pricing,0,0,0,15460,58.9,0.486,0
IP,IP - PTAB,1,PTAB,Biotech,,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Life Sciences,33.5,1.78,35556,3,4,9,6,34,10,347,65363,Fixed Fee – Petition Only,0,0,0,115188,79.9,0.19,0
IP,IP - PTAB,1,PTAB,Other,,0,0,0,0,0,3,10,0,0,,0,0,0,0,0,0,0,10,540,Existing - Non-Strategic,Tech,77.82,1.12,34908,4,3,2,4,38,9,427.2,103289,Phase-Based,0,1,0,196132,79.8,0.136,0
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,4,599,0,0,0,0,0,4,599,Existing - Strategic,Tech,19.9,-1.84,22831,4,10,3,10,29,2,76.3,14996,Fixed Fee,0,0,0,24993,69.5,0.277,0
IP,IP - FTO,1,FTO,MedTech,,0,0,0,0,0,0,0,0,16,Narrow,0,0,0,0,0,0,0,5.16,30,New,Life Sciences,15.4,1.95,12622,2,5,11,10,13,7,59.1,12201,Tiered FTO Pricing,0,0,0,25542,114.1,0.182,0
IP,IP - Litigation,1,Litigation,Biotech,,0,0,0,0,0,0,0,0.33,0,,0,0,0,1,0,1,0,10,730,New,Energy,39,-1.03,36912,9,9,11,2,35,5,401.3,73732,Collar (Risk-Sharing),0,0,1,142744,95.7,0.01,0
IP,IP - PTAB,1,PTAB,Semiconductors,,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,10,540,New,Life Sciences,52.32,1.02,34438,10,3,2,7,37,2,432.1,70718,Phase-Based,0,1,0,130041,76.7,0.01,0
IP,IP - Litigation,1,Litigation,AI,,0,0,0,0,0,0,0,0.3,0,,0,0,1,0,1,0,1,10,730,Existing - Non-Strategic,Finance,70.3,1.45,36107,1,8,9,10,36,7,401.5,90886,Contingency + Base,0,0,1,186630,100.5,0.113,0
IP,IP - FTO,1,FTO,Biotech,,0,0,0,0,0,0,0,0,17,Narrow,0,0,0,0,0,0,0,5.17,30,Existing - Non-Strategic,Finance,23.33,-0.62,20583,10,9,4,6,43,1,38.6,8750,Risk-Based (Emerging),0,0,1,13709,52.4,0.62,1
IP,IP - FTO,1,FTO,Pharma,,0,0,0,0,0,0,0,0,32,Moderate,0,0,0,0,0,0,0,7.32,30,Existing - Non-Strategic,Energy,13.69,-1.61,18667,7,4,5,6,17,5,68.6,17863,Ongoing Subscription,1,0,0,24487,33.5,0.201,1
IP,IP - Patent Drafting,1,Patent Drafting,Biotech,Medium,24,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,6.6,45,Existing - Strategic,Finance,38.19,0.76,19767,7,6,6,7,34,9,24.1,3771,Tiered (Simple/Medium/Complex),0,0,0,8227,128,0.97,1
IP,IP - Litigation,1,Litigation,Pharma,,0,0,0,0,0,0,0,0.42,0,,0,0,0,1,0,0,1,8,730,Existing - Strategic,Other,36,-0.85,33084,6,4,7,6,6,4,389,67375,Blended Rate,0,0,0,110994,67.1,0.01,0
IP,IP - FTO,1,FTO,MedTech,,0,0,0,0,0,0,0,0,34,Moderate,0,0,0,0,0,0,0,7.34,30,Existing - Strategic,Finance,22.62,0.17,26269,9,5,5,0,24,4,56.5,16381,Ongoing Subscription,1,0,0,35319,108,0.251,1
Other,Other / Non-IP,0,Other / Non-IP,,,0,0,0,0,0,0,0,0,0,,6,294,0,0,0,0,0,6,294,New,Finance,20.64,0.84,25368,8,8,6,7,12,10,116.5,22757,Phase-Based,0,1,0,39978,80.1,0.293,0
IP,IP - Prosecution,1,Prosecution,MedTech,,0,0,3,5,0,0,0,0,0,,0,0,0,0,0,0,0,9.5,365,Existing - Non-Strategic,Manufacturing,62.85,1.54,32634,1,7,4,6,24,1,68.8,12542,Hourly,0,0,0,21626,75.2,0.73,0
IP,IP - Litigation,1,Litigation,Pharma,,0,0,0,0,0,0,0,0.44,0,,0,0,1,1,1,1,1,10,730,Existing - Strategic,Tech,9.02,-1.8,38498,1,2,7,6,40,1,426.9,84782,Collar (Risk-Sharing),0,0,1,148391,75.6,0.01,0
IP,IP - Litigation,1,Litigation,Biotech,,0,0,0,0,0,0,0,0.7,0,,0,0,1,1,0,0,0,8,730,Existing - Non-Strategic,Energy,12.68,1.69,31380,4,10,3,1,10,8,334.3,58795,Success Bonus Structure,0,0,1,122223,102.5,0.145,0
IP,IP - Litigation,1,Litigation,Pharma,,0,0,0,0,0,0,0,0.5,0,,0,0,1,1,1,1,0,10,730,Existing - Non-Strategic,Finance,36.94,0.07,39334,7,3,5,7,22,10,609.3,178561,Phase-Based Caps,0,1,0,307211,81.9,0.104,0
